Name = NACA 0010
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
0.0	0.000	0.01172	-0.000	0.099	0.099	1.000	0.998	0.000	0.259	0.250
1.0	0.118	0.01177	-0.001	0.070	0.131	1.000	0.998	10.044	0.259	0.259
2.0	0.236	0.01198	-0.002	0.046	0.161	1.000	0.998	19.711	0.259	0.259
3.0	0.353	0.01237	-0.003	0.029	0.188	1.000	0.998	28.556	0.259	0.259
4.0	0.468	0.01155	-0.004	0.018	0.219	0.996	0.998	40.560	0.259	0.259
5.0	0.580	0.01194	-0.005	0.013	0.256	0.996	0.998	48.580	0.260	0.259
6.0	0.686	0.01251	-0.006	0.009	0.287	0.994	0.998	54.842	0.260	0.259
7.0	0.784	0.01324	-0.007	0.006	0.317	0.992	0.998	59.242	0.261	0.260
8.0	0.873	0.01417	-0.009	0.005	0.354	0.990	0.998	61.590	0.263	0.260
9.0	0.948	0.01369	-0.010	0.004	0.394	0.983	0.998	69.233	0.265	0.260
10.0	1.006	0.01942	-0.011	0.004	0.423	0.966	0.998	51.798	0.270	0.260
11.0	1.038	0.02236	-0.011	0.004	0.463	0.898	0.998	46.397	0.697	0.261
12.0	1.008	0.03362	-0.011	0.004	0.506	0.630	0.998	29.986	0.262	0.261
13.0	0.932	0.07106	-0.010	0.003	0.549	0.228	0.998	13.115	0.270	0.261
14.0	0.905	0.09490	-0.009	0.003	0.588	0.111	0.998	9.533	0.263	0.260
15.0	0.884	0.10894	-0.009	0.003	0.632	0.087	0.999	8.115	0.254	0.261
16.0	0.837	0.13015	-0.009	0.002	0.679	0.053	0.999	6.431	0.254	0.261
17.0	0.787	0.15104	-0.009	0.002	0.728	0.039	0.998	5.210	0.249	0.262
18.0	0.734	0.17245	-0.009	0.001	0.776	0.034	0.999	4.258	0.246	0.263
19.0	0.680	0.19199	-0.010	0.001	0.820	0.031	0.999	3.544	0.246	0.264
20.0	0.627	0.21449	-0.010	0.001	0.859	0.027	0.998	2.923	0.247	0.265

Name = NACA 0010
Mach = 0; Re = 2830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.627	0.21219	0.010	0.812	0.001	1.000	0.029	-2.956	0.247	0.266
-19.0	-0.681	0.18996	0.010	0.768	0.001	1.000	0.033	-3.584	0.246	0.264
-18.0	-0.734	0.17028	0.009	0.721	0.001	1.000	0.035	-4.313	0.245	0.263
-17.0	-0.787	0.14929	0.009	0.674	0.001	1.000	0.040	-5.272	0.248	0.262
-16.0	-0.837	0.12991	0.009	0.629	0.002	1.000	0.053	-6.444	0.257	0.261
-15.0	-0.887	0.10603	0.010	0.586	0.003	1.000	0.099	-8.363	0.258	0.261
-14.0	-0.909	0.09133	0.010	0.551	0.003	1.000	0.131	-9.954	0.263	0.261
-13.0	-0.943	0.06522	0.011	0.507	0.003	1.000	0.278	-14.457	0.268	0.261
-12.0	-1.021	0.03035	0.012	0.466	0.003	1.000	0.689	-33.642	0.259	0.261
-11.0	-1.040	0.02169	0.011	0.429	0.004	1.000	0.912	-47.978	0.331	0.261
-10.0	-1.007	0.01895	0.011	0.399	0.004	1.000	0.970	-53.127	0.270	0.260
-9.0	-0.948	0.01340	0.010	0.359	0.004	1.000	0.985	-70.723	0.265	0.260
-8.0	-0.873	0.01385	0.009	0.326	0.005	1.000	0.991	-62.999	0.263	0.260
-7.0	-0.785	0.01291	0.007	0.300	0.006	1.000	0.993	-60.764	0.261	0.260
-6.0	-0.686	0.01229	0.006	0.263	0.008	1.000	0.994	-55.817	0.260	0.259
-5.0	-0.580	0.01172	0.005	0.232	0.013	1.000	0.996	-49.500	0.260	0.259
-4.0	-0.468	0.01135	0.004	0.208	0.017	1.000	0.997	-41.278	0.259	0.259
-3.0	-0.353	0.01216	0.003	0.174	0.026	1.000	0.997	-29.019	0.259	0.259
-2.0	-0.236	0.01182	0.002	0.143	0.041	1.000	0.998	-19.970	0.259	0.259
-1.0	-0.118	0.01164	0.001	0.115	0.063	1.000	0.998	-10.154	0.259	0.259
0.0	0.000	0.01152	-0.000	0.089	0.089	1.000	0.998	0.000	0.259	0.250
1.0	0.118	0.01164	-0.001	0.063	0.115	1.000	0.998	10.159	0.259	0.259
2.0	0.236	0.01182	-0.002	0.041	0.143	1.000	0.998	19.980	0.259	0.259
3.0	0.353	0.01216	-0.003	0.026	0.174	1.000	0.998	29.035	0.259	0.259
4.0	0.468	0.01135	-0.004	0.017	0.208	0.997	0.998	41.278	0.259	0.259
5.0	0.580	0.01172	-0.005	0.013	0.232	0.996	0.998	49.500	0.260	0.259
6.0	0.686	0.01229	-0.006	0.008	0.263	0.994	0.998	55.817	0.260	0.259
7.0	0.785	0.01291	-0.007	0.006	0.300	0.993	0.998	60.764	0.261	0.260
8.0	0.873	0.01385	-0.009	0.005	0.326	0.991	0.998	62.999	0.263	0.260
9.0	0.948	0.01340	-0.010	0.004	0.359	0.985	0.998	70.723	0.265	0.260
10.0	1.007	0.01895	-0.011	0.004	0.399	0.970	0.998	53.127	0.270	0.260
11.0	1.040	0.02169	-0.011	0.004	0.429	0.912	0.998	47.978	0.331	0.261
12.0	1.021	0.03035	-0.012	0.003	0.466	0.689	0.998	33.642	0.259	0.261
13.0	0.943	0.06522	-0.011	0.003	0.507	0.278	0.998	14.457	0.268	0.261
14.0	0.909	0.09133	-0.010	0.003	0.551	0.131	0.999	9.954	0.263	0.261
15.0	0.887	0.10603	-0.010	0.003	0.586	0.099	0.999	8.363	0.258	0.261
16.0	0.837	0.12991	-0.009	0.002	0.629	0.053	0.999	6.444	0.257	0.261
17.0	0.787	0.14929	-0.009	0.001	0.674	0.040	0.999	5.272	0.248	0.262
18.0	0.734	0.17028	-0.009	0.001	0.721	0.035	0.999	4.313	0.245	0.263
19.0	0.681	0.18996	-0.010	0.001	0.768	0.033	0.999	3.584	0.246	0.264
20.0	0.627	0.21219	-0.010	0.001	0.812	0.029	0.998	2.956	0.247	0.266

Name = NACA 0010
Mach = 0; Re = 3230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.628	0.20898	0.010	0.766	0.001	1.000	0.030	-3.003	0.246	0.266
-19.0	-0.681	0.18753	0.010	0.720	0.001	1.000	0.034	-3.631	0.245	0.264
-18.0	-0.735	0.16793	0.009	0.674	0.001	1.000	0.036	-4.375	0.245	0.263
-17.0	-0.787	0.14987	0.009	0.631	0.001	1.000	0.041	-5.253	0.248	0.262
-16.0	-0.837	0.13041	0.009	0.591	0.002	1.000	0.053	-6.419	0.259	0.261
-15.0	-0.890	0.10278	0.010	0.554	0.003	1.000	0.115	-8.661	0.261	0.261
-14.0	-0.913	0.08822	0.010	0.511	0.003	1.000	0.150	-10.352	0.263	0.261
-13.0	-0.956	0.05866	0.011	0.471	0.003	1.000	0.338	-16.301	0.266	0.261
-12.0	-1.033	0.02774	0.012	0.443	0.003	1.000	0.744	-37.242	0.256	0.261
-11.0	-1.043	0.02101	0.011	0.405	0.004	1.000	0.926	-49.660	0.302	0.261
-10.0	-1.007	0.01858	0.011	0.368	0.004	1.000	0.973	-54.221	0.270	0.260
-9.0	-0.948	0.01315	0.010	0.346	0.004	1.000	0.986	-72.100	0.265	0.260
-8.0	-0.873	0.01360	0.009	0.307	0.005	1.000	0.991	-64.197	0.263	0.260
-7.0	-0.785	0.01274	0.007	0.274	0.006	1.000	0.993	-61.576	0.261	0.260
-6.0	-0.686	0.01210	0.006	0.252	0.008	1.000	0.995	-56.691	0.260	0.259
-5.0	-0.580	0.01156	0.005	0.217	0.012	1.000	0.996	-50.193	0.260	0.259
-4.0	-0.468	0.01118	0.004	0.187	0.016	1.000	0.997	-41.880	0.259	0.259
-3.0	-0.353	0.01193	0.003	0.167	0.024	1.000	0.997	-29.578	0.259	0.259
-2.0	-0.236	0.01166	0.002	0.135	0.037	1.000	0.998	-20.248	0.259	0.259
-1.0	-0.118	0.01145	0.001	0.105	0.057	1.000	0.998	-10.322	0.259	0.259
0.0	0.000	0.01145	-0.000	0.080	0.080	1.000	0.998	0.000	0.259	0.250
1.0	0.118	0.01145	-0.001	0.057	0.105	1.000	0.998	10.327	0.259	0.259
2.0	0.236	0.01166	-0.002	0.037	0.135	1.000	0.998	20.257	0.259	0.259
3.0	0.353	0.01193	-0.003	0.024	0.167	1.000	0.998	29.594	0.259	0.259
4.0	0.468	0.01118	-0.004	0.016	0.187	0.997	0.998	41.880	0.259	0.259
5.0	0.580	0.01156	-0.005	0.012	0.217	0.996	0.998	50.193	0.260	0.259
6.0	0.686	0.01210	-0.006	0.008	0.252	0.995	0.998	56.691	0.260	0.259
7.0	0.785	0.01274	-0.007	0.006	0.274	0.993	0.998	61.576	0.261	0.260
8.0	0.873	0.01360	-0.009	0.005	0.307	0.991	0.998	64.197	0.263	0.260
9.0	0.948	0.01315	-0.010	0.004	0.346	0.986	0.998	72.100	0.265	0.260
10.0	1.007	0.01858	-0.011	0.004	0.368	0.973	0.998	54.221	0.270	0.260
11.0	1.043	0.02101	-0.011	0.004	0.405	0.926	0.998	49.660	0.302	0.261
12.0	1.033	0.02774	-0.012	0.003	0.443	0.744	0.998	37.242	0.256	0.261
13.0	0.956	0.05866	-0.011	0.003	0.471	0.338	0.999	16.301	0.266	0.261
14.0	0.913	0.08822	-0.010	0.003	0.511	0.150	0.999	10.352	0.263	0.261
15.0	0.890	0.10278	-0.010	0.003	0.554	0.115	0.999	8.661	0.261	0.261
16.0	0.837	0.13041	-0.009	0.002	0.591	0.053	0.999	6.419	0.259	0.261
17.0	0.787	0.14987	-0.009	0.001	0.631	0.041	0.999	5.253	0.248	0.262
18.0	0.735	0.16793	-0.009	0.001	0.674	0.036	0.999	4.375	0.245	0.263
19.0	0.681	0.18753	-0.010	0.001	0.720	0.034	0.999	3.631	0.245	0.264
20.0	0.628	0.20898	-0.010	0.001	0.766	0.030	0.998	3.003	0.246	0.266

Name = NACA 0010
Mach = 0; Re = 3630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.628	0.20846	0.010	0.722	0.001	1.000	0.031	-3.011	0.246	0.266
-19.0	-0.681	0.18671	0.010	0.678	0.001	1.000	0.035	-3.649	0.245	0.264
-18.0	-0.735	0.16741	0.009	0.637	0.001	1.000	0.037	-4.390	0.245	0.263
-17.0	-0.787	0.14954	0.009	0.602	0.001	1.000	0.042	-5.266	0.247	0.262
-16.0	-0.837	0.13048	0.009	0.559	0.001	1.000	0.053	-6.415	0.257	0.261
-15.0	-0.888	0.10490	0.010	0.517	0.003	1.000	0.105	-8.464	0.264	0.261
-14.0	-0.920	0.08370	0.010	0.482	0.003	1.000	0.179	-10.989	0.268	0.261
-13.0	-0.972	0.05137	0.011	0.452	0.003	1.000	0.411	-18.927	0.264	0.262
-12.0	-1.042	0.02592	0.012	0.412	0.003	1.000	0.785	-40.195	0.251	0.262
-11.0	-1.045	0.02052	0.011	0.383	0.004	1.000	0.935	-50.934	0.293	0.261
-10.0	-1.008	0.01814	0.011	0.353	0.004	1.000	0.977	-55.574	0.270	0.260
-9.0	-0.948	0.01298	0.010	0.317	0.004	1.000	0.987	-73.038	0.265	0.260
-8.0	-0.873	0.01339	0.009	0.297	0.004	1.000	0.991	-65.171	0.263	0.260
-7.0	-0.785	0.01260	0.007	0.261	0.005	1.000	0.993	-62.278	0.261	0.260
-6.0	-0.686	0.01191	0.006	0.231	0.007	1.000	0.995	-57.595	0.260	0.259
-5.0	-0.580	0.01136	0.005	0.209	0.012	1.000	0.996	-51.084	0.260	0.259
-4.0	-0.468	0.01219	0.004	0.176	0.015	1.000	0.997	-38.415	0.259	0.259
-3.0	-0.353	0.01180	0.003	0.149	0.022	1.000	0.998	-29.899	0.259	0.259
-2.0	-0.236	0.01147	0.002	0.130	0.035	1.000	0.998	-20.580	0.259	0.259
-1.0	-0.118	0.01131	0.001	0.100	0.052	1.000	0.998	-10.445	0.259	0.259
0.0	0.000	0.01127	-0.000	0.075	0.075	1.000	0.998	0.000	0.259	0.250
1.0	0.118	0.01131	-0.001	0.052	0.100	1.000	0.998	10.450	0.259	0.259
2.0	0.236	0.01147	-0.002	0.035	0.130	1.000	0.998	20.588	0.259	0.259
3.0	0.353	0.01180	-0.003	0.022	0.149	1.000	0.998	29.914	0.259	0.259
4.0	0.469	0.01219	-0.004	0.015	0.176	1.000	0.998	38.436	0.259	0.259
5.0	0.580	0.01136	-0.005	0.012	0.209	0.996	0.998	51.084	0.260	0.259
6.0	0.686	0.01191	-0.006	0.007	0.231	0.995	0.998	57.595	0.260	0.259
7.0	0.785	0.01260	-0.007	0.005	0.261	0.993	0.998	62.278	0.261	0.260
8.0	0.873	0.01339	-0.009	0.004	0.297	0.991	0.998	65.171	0.263	0.260
9.0	0.948	0.01298	-0.010	0.004	0.317	0.987	0.998	73.038	0.265	0.260
10.0	1.008	0.01814	-0.011	0.004	0.353	0.977	0.998	55.574	0.270	0.260
11.0	1.045	0.02052	-0.011	0.004	0.383	0.935	0.998	50.934	0.293	0.261
12.0	1.042	0.02592	-0.012	0.003	0.412	0.785	0.998	40.195	0.251	0.262
13.0	0.972	0.05137	-0.011	0.003	0.452	0.411	0.999	18.927	0.264	0.262
14.0	0.920	0.08370	-0.010	0.003	0.482	0.179	0.999	10.989	0.268	0.261
15.0	0.888	0.10490	-0.010	0.003	0.517	0.105	0.999	8.464	0.264	0.261
16.0	0.837	0.13048	-0.009	0.001	0.559	0.053	0.999	6.415	0.257	0.261
17.0	0.787	0.14954	-0.009	0.001	0.602	0.042	0.999	5.266	0.247	0.262
18.0	0.735	0.16741	-0.009	0.001	0.637	0.037	0.999	4.390	0.245	0.263
19.0	0.681	0.18671	-0.010	0.001	0.678	0.035	0.999	3.649	0.245	0.264
20.0	0.628	0.20846	-0.010	0.001	0.722	0.031	0.998	3.011	0.246	0.266

Name = NACA 0010
Mach = 0; Re = 4030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.628	0.20592	0.010	0.686	0.001	1.000	0.032	-3.049	0.246	0.266
-19.0	-0.681	0.18455	0.010	0.649	0.001	1.000	0.036	-3.692	0.245	0.264
-18.0	-0.735	0.16552	0.009	0.609	0.001	1.000	0.038	-4.441	0.245	0.263
-17.0	-0.788	0.14796	0.009	0.566	0.001	1.000	0.043	-5.323	0.247	0.262
-16.0	-0.837	0.12948	0.009	0.527	0.001	1.000	0.055	-6.467	0.255	0.261
-15.0	-0.886	0.10592	0.010	0.501	0.002	1.000	0.098	-8.369	0.266	0.261
-14.0	-0.925	0.08015	0.011	0.459	0.003	1.000	0.203	-11.540	0.270	0.261
-13.0	-0.984	0.04657	0.012	0.424	0.003	1.000	0.464	-21.131	0.262	0.262
-12.0	-1.046	0.02508	0.012	0.400	0.003	1.000	0.803	-41.699	0.247	0.262
-11.0	-1.046	0.02018	0.011	0.360	0.003	1.000	0.940	-51.847	0.290	0.261
-10.0	-1.008	0.01789	0.011	0.335	0.004	1.000	0.978	-56.377	0.270	0.260
-9.0	-0.949	0.01276	0.010	0.304	0.004	1.000	0.988	-74.311	0.265	0.260
-8.0	-0.873	0.01321	0.009	0.272	0.004	1.000	0.991	-66.077	0.263	0.260
-7.0	-0.785	0.01242	0.007	0.253	0.005	1.000	0.993	-63.169	0.261	0.260
-6.0	-0.686	0.01177	0.006	0.218	0.007	1.000	0.995	-58.302	0.260	0.259
-5.0	-0.580	0.01120	0.005	0.194	0.011	1.000	0.996	-51.784	0.260	0.259
-4.0	-0.468	0.01205	0.004	0.170	0.015	1.000	0.997	-38.869	0.259	0.259
-3.0	-0.353	0.01166	0.003	0.140	0.021	1.000	0.998	-30.277	0.259	0.259
-2.0	-0.236	0.01138	0.002	0.116	0.032	1.000	0.998	-20.745	0.259	0.259
-1.0	-0.118	0.01117	0.001	0.097	0.049	1.000	0.998	-10.576	0.259	0.259
0.0	0.000	0.01108	-0.000	0.071	0.071	1.000	0.998	0.000	0.259	0.250
1.0	0.118	0.01117	-0.001	0.049	0.097	1.000	0.998	10.581	0.259	0.259
2.0	0.236	0.01138	-0.002	0.032	0.116	1.000	0.998	20.753	0.259	0.259
3.0	0.353	0.01166	-0.003	0.021	0.140	1.000	0.998	30.291	0.259	0.259
4.0	0.469	0.01205	-0.004	0.015	0.170	1.000	0.998	38.891	0.259	0.259
5.0	0.580	0.01120	-0.005	0.011	0.194	0.996	0.998	51.784	0.260	0.259
6.0	0.686	0.01177	-0.006	0.007	0.218	0.995	0.998	58.302	0.260	0.259
7.0	0.785	0.01242	-0.007	0.005	0.253	0.993	0.998	63.169	0.261	0.260
8.0	0.873	0.01321	-0.009	0.004	0.272	0.991	0.998	66.077	0.263	0.260
9.0	0.949	0.01276	-0.010	0.004	0.304	0.988	0.998	74.311	0.265	0.260
10.0	1.008	0.01789	-0.011	0.004	0.335	0.978	0.998	56.377	0.270	0.260
11.0	1.046	0.02018	-0.011	0.003	0.360	0.940	0.998	51.847	0.290	0.261
12.0	1.046	0.02508	-0.012	0.003	0.400	0.803	0.998	41.699	0.247	0.262
13.0	0.984	0.04657	-0.012	0.003	0.424	0.464	0.999	21.131	0.262	0.262
14.0	0.925	0.08015	-0.011	0.003	0.459	0.203	0.999	11.540	0.270	0.261
15.0	0.886	0.10592	-0.010	0.002	0.501	0.098	0.999	8.369	0.266	0.261
16.0	0.837	0.12948	-0.009	0.001	0.527	0.055	0.999	6.467	0.255	0.261
17.0	0.788	0.14796	-0.009	0.001	0.566	0.043	0.999	5.323	0.247	0.262
18.0	0.735	0.16552	-0.009	0.001	0.609	0.038	0.999	4.441	0.245	0.263
19.0	0.681	0.18455	-0.010	0.001	0.649	0.036	0.999	3.692	0.245	0.264
20.0	0.628	0.20592	-0.010	0.001	0.686	0.032	0.998	3.049	0.246	0.266

Name = NACA 0010
Mach = 0; Re = 4430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.628	0.20405	0.010	0.659	0.001	1.000	0.033	-3.078	0.246	0.266
-19.0	-0.681	0.18299	0.010	0.616	0.001	1.000	0.037	-3.724	0.245	0.264
-18.0	-0.735	0.16409	0.010	0.576	0.001	1.000	0.039	-4.480	0.244	0.263
-17.0	-0.788	0.14724	0.009	0.546	0.001	1.000	0.043	-5.349	0.247	0.262
-16.0	-0.837	0.12912	0.009	0.508	0.001	1.000	0.055	-6.485	0.254	0.261
-15.0	-0.885	0.10698	0.010	0.469	0.002	1.000	0.093	-8.276	0.268	0.261
-14.0	-0.931	0.07645	0.011	0.448	0.003	1.000	0.229	-12.173	0.271	0.262
-13.0	-0.989	0.04437	0.012	0.407	0.003	1.000	0.488	-22.296	0.261	0.262
-12.0	-1.051	0.02412	0.012	0.375	0.003	1.000	0.826	-43.569	0.245	0.262
-11.0	-1.047	0.01982	0.011	0.350	0.003	1.000	0.945	-52.846	0.287	0.261
-10.0	-1.009	0.01761	0.011	0.315	0.004	1.000	0.979	-57.285	0.269	0.260
-9.0	-0.949	0.01260	0.010	0.298	0.004	1.000	0.989	-75.319	0.265	0.260
-8.0	-0.873	0.01307	0.009	0.261	0.004	1.000	0.991	-66.804	0.263	0.260
-7.0	-0.785	0.01225	0.007	0.236	0.005	1.000	0.993	-64.044	0.261	0.260
-6.0	-0.686	0.01161	0.006	0.212	0.007	1.000	0.996	-59.092	0.260	0.259
-5.0	-0.580	0.01116	0.005	0.181	0.010	1.000	0.997	-51.991	0.260	0.259
-4.0	-0.468	0.01188	0.004	0.165	0.014	1.000	0.997	-39.439	0.259	0.259
-3.0	-0.353	0.01150	0.003	0.135	0.020	1.000	0.998	-30.683	0.259	0.259
-2.0	-0.236	0.01122	0.002	0.108	0.030	1.000	0.998	-21.033	0.259	0.259
-1.0	-0.118	0.01107	0.001	0.088	0.046	1.000	0.998	-10.671	0.259	0.259
0.0	0.000	0.01100	-0.000	0.069	0.069	1.000	0.998	0.000	0.259	0.250
1.0	0.118	0.01107	-0.001	0.046	0.088	1.000	0.998	10.676	0.259	0.259
2.0	0.236	0.01122	-0.002	0.030	0.108	1.000	0.998	21.041	0.259	0.259
3.0	0.353	0.01150	-0.003	0.020	0.135	1.000	0.998	30.697	0.259	0.259
4.0	0.469	0.01188	-0.004	0.014	0.165	1.000	0.998	39.460	0.259	0.259
5.0	0.580	0.01116	-0.005	0.010	0.181	0.997	0.998	51.991	0.260	0.259
6.0	0.686	0.01161	-0.006	0.007	0.212	0.996	0.998	59.092	0.260	0.259
7.0	0.785	0.01225	-0.007	0.005	0.236	0.993	0.998	64.044	0.261	0.260
8.0	0.873	0.01307	-0.009	0.004	0.261	0.991	0.998	66.804	0.263	0.260
9.0	0.949	0.01260	-0.010	0.004	0.298	0.989	0.998	75.319	0.265	0.260
10.0	1.009	0.01761	-0.011	0.004	0.315	0.979	0.998	57.285	0.269	0.260
11.0	1.047	0.01982	-0.011	0.003	0.350	0.945	0.998	52.846	0.287	0.261
12.0	1.051	0.02412	-0.012	0.003	0.375	0.826	0.998	43.569	0.245	0.262
13.0	0.989	0.04437	-0.012	0.003	0.407	0.488	0.999	22.296	0.261	0.262
14.0	0.931	0.07645	-0.011	0.003	0.448	0.229	0.999	12.173	0.271	0.262
15.0	0.885	0.10698	-0.010	0.002	0.469	0.093	0.999	8.276	0.268	0.261
16.0	0.837	0.12912	-0.009	0.001	0.508	0.055	0.999	6.485	0.254	0.261
17.0	0.788	0.14724	-0.009	0.001	0.546	0.043	0.999	5.349	0.247	0.262
18.0	0.735	0.16409	-0.010	0.001	0.576	0.039	0.999	4.480	0.244	0.263
19.0	0.681	0.18299	-0.010	0.001	0.616	0.037	0.999	3.724	0.245	0.264
20.0	0.628	0.20405	-0.010	0.001	0.659	0.033	0.998	3.078	0.246	0.266

Name = NACA 0010
Mach = 0; Re = 4830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.628	0.20316	0.010	0.626	0.001	1.000	0.034	-3.092	0.245	0.266
-19.0	-0.682	0.18299	0.010	0.593	0.001	1.000	0.037	-3.725	0.244	0.264
-18.0	-0.735	0.16398	0.010	0.558	0.001	1.000	0.039	-4.484	0.244	0.263
-17.0	-0.788	0.14721	0.009	0.517	0.001	1.000	0.044	-5.351	0.247	0.262
-16.0	-0.838	0.12867	0.009	0.488	0.001	1.000	0.056	-6.510	0.254	0.261
-15.0	-0.885	0.10714	0.010	0.456	0.002	1.000	0.093	-8.263	0.268	0.261
-14.0	-0.933	0.07490	0.011	0.419	0.003	1.000	0.239	-12.455	0.271	0.262
-13.0	-0.998	0.04100	0.012	0.398	0.003	1.000	0.529	-24.352	0.260	0.262
-12.0	-1.055	0.02338	0.012	0.359	0.003	1.000	0.844	-45.118	0.241	0.262
-11.0	-1.048	0.01948	0.011	0.338	0.003	1.000	0.950	-53.828	0.285	0.261
-10.0	-1.009	0.01737	0.011	0.306	0.004	1.000	0.980	-58.095	0.269	0.260
-9.0	-0.949	0.01383	0.010	0.276	0.004	1.000	0.989	-68.617	0.265	0.260
-8.0	-0.873	0.01291	0.009	0.254	0.004	1.000	0.992	-67.609	0.263	0.260
-7.0	-0.785	0.01212	0.007	0.223	0.005	1.000	0.994	-64.722	0.261	0.260
-6.0	-0.686	0.01153	0.006	0.208	0.006	1.000	0.996	-59.518	0.260	0.259
-5.0	-0.580	0.01105	0.005	0.174	0.009	1.000	0.997	-52.523	0.260	0.259
-4.0	-0.468	0.01179	0.004	0.151	0.014	1.000	0.997	-39.742	0.259	0.259
-3.0	-0.353	0.01137	0.003	0.131	0.019	1.000	0.998	-31.049	0.259	0.259
-2.0	-0.236	0.01111	0.002	0.103	0.029	1.000	0.998	-21.239	0.259	0.259
-1.0	-0.118	0.01096	0.001	0.081	0.045	1.000	0.998	-10.778	0.259	0.259
0.0	0.000	0.01085	-0.000	0.064	0.064	1.000	0.998	0.000	0.259	0.250
1.0	0.118	0.01096	-0.001	0.045	0.081	1.000	0.998	10.783	0.259	0.259
2.0	0.236	0.01111	-0.002	0.029	0.103	1.000	0.998	21.247	0.259	0.259
3.0	0.353	0.01137	-0.003	0.019	0.131	1.000	0.998	31.062	0.259	0.259
4.0	0.469	0.01179	-0.004	0.014	0.151	1.000	0.998	39.764	0.259	0.259
5.0	0.580	0.01105	-0.005	0.009	0.174	0.997	0.998	52.523	0.260	0.259
6.0	0.686	0.01153	-0.006	0.006	0.208	0.996	0.998	59.518	0.260	0.259
7.0	0.785	0.01212	-0.007	0.005	0.223	0.994	0.998	64.722	0.261	0.260
8.0	0.873	0.01291	-0.009	0.004	0.254	0.992	0.998	67.609	0.263	0.260
9.0	0.949	0.01383	-0.010	0.004	0.276	0.989	0.998	68.617	0.265	0.260
10.0	1.009	0.01737	-0.011	0.004	0.306	0.980	0.998	58.095	0.269	0.260
11.0	1.048	0.01948	-0.011	0.003	0.338	0.950	0.998	53.828	0.285	0.261
12.0	1.055	0.02338	-0.012	0.003	0.359	0.844	0.998	45.118	0.241	0.262
13.0	0.998	0.04100	-0.012	0.003	0.398	0.529	0.999	24.352	0.260	0.262
14.0	0.933	0.07490	-0.011	0.003	0.419	0.239	0.999	12.455	0.271	0.262
15.0	0.885	0.10714	-0.010	0.002	0.456	0.093	0.999	8.263	0.268	0.261
16.0	0.838	0.12867	-0.009	0.001	0.488	0.056	0.999	6.510	0.254	0.261
17.0	0.788	0.14721	-0.009	0.001	0.517	0.044	0.999	5.351	0.247	0.262
18.0	0.735	0.16398	-0.010	0.001	0.558	0.039	0.999	4.484	0.244	0.263
19.0	0.682	0.18299	-0.010	0.001	0.593	0.037	0.999	3.725	0.244	0.264
20.0	0.628	0.20316	-0.010	0.001	0.626	0.034	0.998	3.092	0.245	0.266

Name = NACA 0010
Mach = 0; Re = 5230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
