Name = NACA 0009
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
0.0	-0.000	0.01156	-0.000	0.097	0.097	1.000	0.998	-0.000	0.258	0.250
1.0	0.117	0.01157	-0.001	0.066	0.130	1.000	0.998	10.141	0.258	0.258
2.0	0.234	0.01182	-0.002	0.039	0.163	1.000	0.998	19.814	0.258	0.258
3.0	0.350	0.01219	-0.003	0.022	0.192	1.000	0.998	28.732	0.258	0.258
4.0	0.464	0.01262	-0.004	0.015	0.223	1.000	0.998	36.748	0.259	0.258
5.0	0.573	0.01198	-0.005	0.009	0.258	1.000	0.998	47.852	0.259	0.258
6.0	0.675	0.01251	-0.006	0.006	0.298	0.996	0.998	54.001	0.260	0.259
7.0	0.769	0.01322	-0.007	0.005	0.325	0.994	0.998	58.151	0.261	0.259
8.0	0.850	0.01417	-0.008	0.004	0.361	0.991	0.999	60.005	0.262	0.259
9.0	0.918	0.01366	-0.009	0.004	0.402	0.988	0.999	67.163	0.266	0.259
10.0	0.966	0.01924	-0.009	0.004	0.440	0.968	0.999	50.191	0.283	0.260
11.0	0.956	0.02577	-0.010	0.003	0.475	0.750	0.999	37.114	0.265	0.260
12.0	0.850	0.07205	-0.008	0.004	0.517	0.147	0.999	11.793	0.271	0.259
13.0	0.820	0.09205	-0.007	0.003	0.562	0.061	0.999	8.904	0.262	0.259
14.0	0.784	0.10808	-0.007	0.002	0.610	0.041	0.999	7.251	0.252	0.259
15.0	0.739	0.12651	-0.007	0.001	0.659	0.029	0.999	5.838	0.247	0.259
16.0	0.689	0.14156	-0.007	0.001	0.708	0.027	0.999	4.865	0.245	0.260
17.0	0.635	0.16185	-0.007	0.001	0.757	0.023	0.999	3.925	0.245	0.262
18.0	0.582	0.17821	-0.008	0.001	0.805	0.023	0.999	3.267	0.242	0.263
19.0	0.531	0.19485	-0.008	0.001	0.849	0.025	0.998	2.724	0.242	0.265
20.0	0.482	0.21727	-0.009	0.001	0.885	0.024	0.999	2.219	0.243	0.268

Name = NACA 0009
Mach = 0; Re = 2830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.482	0.21470	0.009	0.843	0.001	1.000	0.026	-2.246	0.244	0.268
-19.0	-0.531	0.19533	0.008	0.798	0.001	1.000	0.027	-2.719	0.242	0.266
-18.0	-0.582	0.17967	0.008	0.752	0.001	1.000	0.024	-3.241	0.241	0.263
-17.0	-0.635	0.16199	0.007	0.703	0.001	1.000	0.024	-3.923	0.245	0.262
-16.0	-0.689	0.14003	0.007	0.656	0.001	1.000	0.029	-4.921	0.246	0.261
-15.0	-0.739	0.12641	0.007	0.609	0.001	1.000	0.031	-5.847	0.247	0.259
-14.0	-0.784	0.10844	0.007	0.562	0.001	1.000	0.043	-7.230	0.253	0.259
-13.0	-0.822	0.09005	0.007	0.518	0.003	1.000	0.072	-9.126	0.267	0.259
-12.0	-0.864	0.06419	0.008	0.479	0.004	1.000	0.217	-13.460	0.269	0.260
-11.0	-0.974	0.02291	0.010	0.449	0.003	1.000	0.838	-42.517	0.261	0.260
-10.0	-0.967	0.01875	0.009	0.406	0.004	1.000	0.974	-51.553	0.276	0.260
-9.0	-0.918	0.01341	0.009	0.367	0.004	1.000	0.990	-68.462	0.266	0.259
-8.0	-0.850	0.01381	0.008	0.339	0.004	1.000	0.992	-61.582	0.262	0.259
-7.0	-0.769	0.01293	0.007	0.303	0.005	1.000	0.995	-59.464	0.261	0.259
-6.0	-0.675	0.01226	0.006	0.267	0.006	1.000	0.996	-55.093	0.260	0.259
-5.0	-0.573	0.01301	0.005	0.239	0.008	1.000	0.997	-44.032	0.259	0.258
-4.0	-0.464	0.01235	0.004	0.210	0.014	1.000	0.998	-37.554	0.259	0.258
-3.0	-0.350	0.01196	0.003	0.175	0.020	1.000	0.998	-29.269	0.258	0.258
-2.0	-0.234	0.01161	0.002	0.144	0.036	1.000	0.998	-20.163	0.258	0.258
-1.0	-0.117	0.01148	0.001	0.115	0.058	1.000	0.998	-10.209	0.258	0.258
0.0	-0.000	0.01135	-0.000	0.086	0.086	1.000	0.998	-0.000	0.258	0.250
1.0	0.117	0.01148	-0.001	0.058	0.115	1.000	0.998	10.213	0.258	0.258
2.0	0.234	0.01161	-0.002	0.036	0.144	1.000	0.998	20.171	0.258	0.258
3.0	0.350	0.01196	-0.003	0.020	0.175	1.000	0.998	29.281	0.258	0.258
4.0	0.464	0.01235	-0.004	0.014	0.210	1.000	0.998	37.569	0.259	0.258
5.0	0.573	0.01301	-0.005	0.008	0.239	1.000	0.998	44.057	0.259	0.258
6.0	0.675	0.01226	-0.006	0.006	0.267	0.996	0.998	55.093	0.260	0.259
7.0	0.769	0.01293	-0.007	0.005	0.303	0.995	0.999	59.464	0.261	0.259
8.0	0.850	0.01381	-0.008	0.004	0.339	0.992	0.999	61.582	0.262	0.259
9.0	0.918	0.01341	-0.009	0.004	0.367	0.990	0.999	68.462	0.266	0.259
10.0	0.967	0.01875	-0.009	0.004	0.406	0.974	0.999	51.553	0.276	0.260
11.0	0.974	0.02291	-0.010	0.003	0.449	0.838	0.999	42.517	0.261	0.260
12.0	0.864	0.06419	-0.008	0.004	0.479	0.217	0.999	13.460	0.269	0.260
13.0	0.822	0.09005	-0.007	0.003	0.518	0.072	0.999	9.126	0.267	0.259
14.0	0.784	0.10844	-0.007	0.001	0.562	0.043	0.999	7.230	0.253	0.259
15.0	0.739	0.12641	-0.007	0.001	0.609	0.031	0.999	5.847	0.247	0.259
16.0	0.689	0.14003	-0.007	0.001	0.656	0.029	0.999	4.921	0.246	0.261
17.0	0.635	0.16199	-0.007	0.001	0.703	0.024	0.999	3.923	0.245	0.262
18.0	0.582	0.17967	-0.008	0.001	0.752	0.024	0.999	3.241	0.241	0.263
19.0	0.531	0.19533	-0.008	0.001	0.798	0.027	0.998	2.719	0.242	0.266
20.0	0.482	0.21470	-0.009	0.001	0.843	0.026	0.999	2.246	0.244	0.268

Name = NACA 0009
Mach = 0; Re = 3230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.482	0.21151	0.009	0.796	0.001	1.000	0.027	-2.281	0.244	0.268
-19.0	-0.531	0.19187	0.008	0.749	0.001	1.000	0.029	-2.769	0.241	0.266
-18.0	-0.582	0.17617	0.008	0.702	0.001	1.000	0.025	-3.306	0.240	0.263
-17.0	-0.636	0.16063	0.007	0.656	0.001	1.000	0.024	-3.956	0.246	0.262
-16.0	-0.689	0.13894	0.007	0.610	0.001	1.000	0.031	-4.962	0.247	0.261
-15.0	-0.740	0.12420	0.007	0.565	0.001	1.000	0.035	-5.956	0.246	0.260
-14.0	-0.784	0.10693	0.007	0.523	0.001	1.000	0.043	-7.333	0.252	0.259
-13.0	-0.822	0.08967	0.007	0.488	0.002	1.000	0.075	-9.171	0.270	0.259
-12.0	-0.878	0.05715	0.009	0.453	0.003	1.000	0.286	-15.367	0.268	0.260
-11.0	-0.981	0.02191	0.010	0.412	0.003	1.000	0.872	-44.767	0.257	0.260
-10.0	-0.967	0.01834	0.009	0.379	0.004	1.000	0.977	-52.750	0.275	0.260
-9.0	-0.918	0.01450	0.009	0.350	0.004	1.000	0.990	-63.325	0.266	0.259
-8.0	-0.851	0.01357	0.008	0.312	0.004	1.000	0.992	-62.680	0.262	0.259
-7.0	-0.769	0.01272	0.007	0.282	0.005	1.000	0.995	-60.460	0.261	0.259
-6.0	-0.675	0.01206	0.006	0.254	0.005	1.000	0.997	-55.986	0.260	0.259
-5.0	-0.573	0.01281	0.005	0.220	0.008	1.000	0.997	-44.725	0.259	0.258
-4.0	-0.464	0.01220	0.004	0.192	0.013	1.000	0.998	-38.015	0.259	0.258
-3.0	-0.350	0.01178	0.003	0.168	0.019	1.000	0.998	-29.705	0.258	0.258
-2.0	-0.234	0.01145	0.002	0.135	0.033	1.000	0.998	-20.449	0.258	0.258
-1.0	-0.117	0.01129	0.001	0.105	0.053	1.000	0.998	-10.387	0.258	0.258
0.0	-0.000	0.01127	-0.000	0.078	0.078	1.000	0.998	-0.000	0.258	0.250
1.0	0.117	0.01129	-0.001	0.053	0.105	1.000	0.998	10.391	0.258	0.258
2.0	0.234	0.01145	-0.002	0.033	0.135	1.000	0.998	20.456	0.258	0.258
3.0	0.350	0.01178	-0.003	0.019	0.168	1.000	0.998	29.716	0.258	0.258
4.0	0.464	0.01220	-0.004	0.013	0.192	1.000	0.998	38.031	0.259	0.258
5.0	0.573	0.01281	-0.005	0.008	0.220	1.000	0.999	44.750	0.259	0.258
6.0	0.675	0.01206	-0.006	0.005	0.254	0.997	0.999	55.986	0.260	0.259
7.0	0.769	0.01272	-0.007	0.005	0.282	0.995	0.999	60.460	0.261	0.259
8.0	0.851	0.01357	-0.008	0.004	0.312	0.992	0.999	62.680	0.262	0.259
9.0	0.918	0.01450	-0.009	0.004	0.350	0.990	0.999	63.325	0.266	0.259
10.0	0.967	0.01834	-0.009	0.004	0.379	0.977	0.999	52.750	0.275	0.260
11.0	0.981	0.02191	-0.010	0.003	0.412	0.872	0.999	44.767	0.257	0.260
12.0	0.878	0.05715	-0.009	0.003	0.453	0.286	0.999	15.367	0.268	0.260
13.0	0.822	0.08967	-0.007	0.002	0.488	0.075	0.999	9.171	0.270	0.259
14.0	0.784	0.10693	-0.007	0.001	0.523	0.043	0.999	7.333	0.252	0.259
15.0	0.740	0.12420	-0.007	0.001	0.565	0.035	0.999	5.956	0.246	0.260
16.0	0.689	0.13894	-0.007	0.001	0.610	0.031	0.999	4.962	0.247	0.261
17.0	0.636	0.16063	-0.007	0.001	0.656	0.024	0.999	3.956	0.246	0.262
18.0	0.582	0.17617	-0.008	0.001	0.702	0.025	0.999	3.306	0.240	0.263
19.0	0.531	0.19187	-0.008	0.001	0.749	0.029	0.998	2.769	0.241	0.266
20.0	0.482	0.21151	-0.009	0.001	0.796	0.027	0.999	2.281	0.244	0.268

Name = NACA 0009
Mach = 0; Re = 3630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.483	0.21051	0.009	0.752	0.001	1.000	0.029	-2.292	0.244	0.268
-19.0	-0.531	0.19107	0.009	0.705	0.001	1.000	0.030	-2.781	0.241	0.266
-18.0	-0.583	0.17415	0.008	0.659	0.001	1.000	0.027	-3.345	0.240	0.264
-17.0	-0.636	0.15820	0.007	0.614	0.001	1.000	0.025	-4.018	0.246	0.262
-16.0	-0.690	0.13866	0.007	0.570	0.001	1.000	0.033	-4.975	0.247	0.261
-15.0	-0.740	0.12312	0.007	0.531	0.001	1.000	0.036	-6.009	0.246	0.260
-14.0	-0.785	0.10677	0.007	0.502	0.001	1.000	0.045	-7.348	0.251	0.259
-13.0	-0.822	0.08982	0.007	0.459	0.002	1.000	0.074	-9.154	0.270	0.259
-12.0	-0.898	0.04841	0.009	0.422	0.003	1.000	0.382	-18.548	0.268	0.260
-11.0	-0.986	0.02104	0.010	0.398	0.003	1.000	0.899	-46.882	0.252	0.260
-10.0	-0.968	0.01798	0.009	0.358	0.004	1.000	0.979	-53.811	0.274	0.260
-9.0	-0.918	0.01429	0.009	0.324	0.004	1.000	0.991	-64.260	0.266	0.259
-8.0	-0.851	0.01337	0.008	0.300	0.004	1.000	0.993	-63.599	0.262	0.259
-7.0	-0.769	0.01255	0.007	0.263	0.004	1.000	0.995	-61.278	0.261	0.259
-6.0	-0.675	0.01189	0.006	0.237	0.005	1.000	0.997	-56.833	0.260	0.259
-5.0	-0.573	0.01258	0.005	0.211	0.007	1.000	0.997	-45.534	0.259	0.258
-4.0	-0.464	0.01202	0.004	0.178	0.012	1.000	0.998	-38.586	0.259	0.258
-3.0	-0.350	0.01164	0.003	0.151	0.018	1.000	0.998	-30.084	0.258	0.258
-2.0	-0.234	0.01129	0.002	0.129	0.030	1.000	0.998	-20.733	0.258	0.258
-1.0	-0.117	0.01110	0.001	0.099	0.049	1.000	0.998	-10.564	0.258	0.258
0.0	-0.000	0.01107	-0.000	0.072	0.072	1.000	0.998	-0.000	0.258	0.250
1.0	0.117	0.01110	-0.001	0.049	0.099	1.000	0.998	10.568	0.258	0.258
2.0	0.234	0.01129	-0.002	0.030	0.129	1.000	0.998	20.741	0.258	0.258
3.0	0.350	0.01164	-0.003	0.018	0.151	1.000	0.998	30.095	0.258	0.258
4.0	0.464	0.01202	-0.004	0.012	0.178	1.000	0.998	38.602	0.259	0.258
5.0	0.573	0.01258	-0.005	0.007	0.211	1.000	0.999	45.559	0.259	0.258
6.0	0.675	0.01189	-0.006	0.005	0.237	0.997	0.999	56.833	0.260	0.259
7.0	0.769	0.01255	-0.007	0.004	0.263	0.995	0.999	61.278	0.261	0.259
8.0	0.851	0.01337	-0.008	0.004	0.300	0.993	0.999	63.599	0.262	0.259
9.0	0.918	0.01429	-0.009	0.004	0.324	0.991	0.999	64.260	0.266	0.259
10.0	0.968	0.01798	-0.009	0.004	0.358	0.979	0.999	53.811	0.274	0.260
11.0	0.986	0.02104	-0.010	0.003	0.398	0.899	0.999	46.882	0.252	0.260
12.0	0.898	0.04841	-0.009	0.003	0.422	0.382	0.999	18.548	0.268	0.260
13.0	0.822	0.08982	-0.007	0.002	0.459	0.074	0.999	9.154	0.270	0.259
14.0	0.785	0.10677	-0.007	0.001	0.502	0.045	0.999	7.348	0.251	0.259
15.0	0.740	0.12312	-0.007	0.001	0.531	0.036	0.999	6.009	0.246	0.260
16.0	0.690	0.13866	-0.007	0.001	0.570	0.033	0.999	4.975	0.247	0.261
17.0	0.636	0.15820	-0.007	0.001	0.614	0.025	0.999	4.018	0.246	0.262
18.0	0.583	0.17415	-0.008	0.001	0.659	0.027	0.999	3.345	0.240	0.264
19.0	0.531	0.19107	-0.009	0.001	0.705	0.030	0.998	2.781	0.241	0.266
20.0	0.483	0.21051	-0.009	0.001	0.752	0.029	0.999	2.292	0.244	0.268

Name = NACA 0009
Mach = 0; Re = 4030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.483	0.20710	0.009	0.709	0.001	1.000	0.030	-2.331	0.244	0.268
-19.0	-0.532	0.18781	0.009	0.664	0.001	1.000	0.031	-2.830	0.242	0.266
-18.0	-0.583	0.17339	0.008	0.620	0.001	1.000	0.028	-3.361	0.239	0.264
-17.0	-0.636	0.15405	0.007	0.579	0.001	1.000	0.025	-4.126	0.245	0.262
-16.0	-0.690	0.13662	0.007	0.548	0.001	1.000	0.034	-5.049	0.248	0.261
-15.0	-0.740	0.12300	0.007	0.508	0.001	1.000	0.037	-6.017	0.246	0.260
-14.0	-0.785	0.10602	0.007	0.468	0.001	1.000	0.048	-7.404	0.252	0.259
-13.0	-0.824	0.08845	0.007	0.441	0.002	1.000	0.082	-9.314	0.270	0.259
-12.0	-0.925	0.03828	0.010	0.405	0.003	1.000	0.515	-24.166	0.267	0.261
-11.0	-0.990	0.02045	0.010	0.368	0.003	1.000	0.916	-48.409	0.240	0.260
-10.0	-0.968	0.01765	0.010	0.348	0.004	1.000	0.981	-54.844	0.273	0.260
-9.0	-0.918	0.01409	0.009	0.308	0.004	1.000	0.991	-65.162	0.266	0.259
-8.0	-0.851	0.01319	0.008	0.279	0.004	1.000	0.993	-64.487	0.262	0.259
-7.0	-0.769	0.01234	0.007	0.254	0.004	1.000	0.996	-62.295	0.261	0.259
-6.0	-0.676	0.01173	0.006	0.221	0.005	1.000	0.997	-57.586	0.260	0.259
-5.0	-0.573	0.01240	0.005	0.199	0.007	1.000	0.997	-46.196	0.259	0.258
-4.0	-0.464	0.01187	0.004	0.171	0.012	1.000	0.998	-39.047	0.259	0.258
-3.0	-0.350	0.01151	0.003	0.141	0.017	1.000	0.998	-30.405	0.258	0.258
-2.0	-0.234	0.01118	0.002	0.116	0.029	1.000	0.998	-20.934	0.258	0.258
-1.0	-0.117	0.01100	0.001	0.095	0.046	1.000	0.998	-10.660	0.258	0.258
0.0	-0.000	0.01098	-0.000	0.069	0.069	1.000	0.998	-0.000	0.258	0.250
1.0	0.117	0.01100	-0.001	0.046	0.095	1.000	0.998	10.663	0.258	0.258
2.0	0.234	0.01118	-0.002	0.029	0.116	1.000	0.998	20.942	0.258	0.258
3.0	0.350	0.01151	-0.003	0.017	0.141	1.000	0.998	30.417	0.258	0.258
4.0	0.464	0.01187	-0.004	0.012	0.171	1.000	0.998	39.063	0.259	0.258
5.0	0.573	0.01240	-0.005	0.007	0.199	1.000	0.999	46.220	0.259	0.258
6.0	0.676	0.01173	-0.006	0.005	0.221	1.000	0.999	57.619	0.260	0.259
7.0	0.769	0.01234	-0.007	0.004	0.254	0.996	0.999	62.295	0.261	0.259
8.0	0.851	0.01319	-0.008	0.004	0.279	0.993	0.999	64.487	0.262	0.259
9.0	0.918	0.01409	-0.009	0.004	0.308	0.991	0.999	65.162	0.266	0.259
10.0	0.968	0.01765	-0.009	0.004	0.348	0.981	0.999	54.844	0.273	0.260
11.0	0.990	0.02045	-0.010	0.003	0.368	0.916	0.999	48.409	0.240	0.260
12.0	0.925	0.03828	-0.010	0.003	0.405	0.515	0.999	24.166	0.267	0.261
13.0	0.824	0.08845	-0.007	0.002	0.441	0.082	0.999	9.314	0.270	0.259
14.0	0.785	0.10602	-0.007	0.001	0.468	0.048	0.999	7.404	0.252	0.259
15.0	0.740	0.12300	-0.007	0.001	0.508	0.037	0.999	6.017	0.246	0.260
16.0	0.690	0.13662	-0.007	0.001	0.548	0.034	0.999	5.049	0.248	0.261
17.0	0.636	0.15405	-0.007	0.001	0.579	0.025	0.999	4.126	0.245	0.262
18.0	0.583	0.17339	-0.008	0.001	0.620	0.028	0.999	3.361	0.239	0.264
19.0	0.532	0.18781	-0.009	0.001	0.664	0.031	0.998	2.830	0.242	0.266
20.0	0.483	0.20710	-0.009	0.001	0.709	0.030	0.999	2.331	0.244	0.268

Name = NACA 0009
Mach = 0; Re = 4430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.483	0.20501	0.009	0.671	0.001	1.000	0.031	-2.355	0.243	0.269
-19.0	-0.532	0.18575	0.009	0.630	0.001	1.000	0.032	-2.862	0.241	0.266
-18.0	-0.583	0.17196	0.008	0.596	0.001	1.000	0.029	-3.390	0.240	0.264
-17.0	-0.636	0.15648	0.008	0.558	0.001	1.000	0.027	-4.063	0.245	0.262
-16.0	-0.690	0.13638	0.008	0.516	0.001	1.000	0.035	-5.060	0.247	0.261
-15.0	-0.740	0.12139	0.007	0.483	0.001	1.000	0.038	-6.098	0.246	0.260
-14.0	-0.785	0.10538	0.007	0.453	0.001	1.000	0.049	-7.452	0.252	0.259
-13.0	-0.824	0.08840	0.007	0.414	0.001	1.000	0.082	-9.320	0.270	0.259
-12.0	-0.942	0.03312	0.010	0.391	0.003	1.000	0.597	-28.435	0.267	0.261
-11.0	-0.992	0.01996	0.010	0.355	0.003	1.000	0.929	-49.718	0.223	0.260
-10.0	-0.968	0.01354	0.010	0.322	0.004	1.000	0.982	-71.511	0.273	0.260
-9.0	-0.918	0.01385	0.009	0.300	0.004	1.000	0.991	-66.306	0.266	0.259
-8.0	-0.851	0.01301	0.008	0.264	0.004	1.000	0.993	-65.377	0.262	0.259
-7.0	-0.769	0.01218	0.007	0.244	0.004	1.000	0.996	-63.140	0.261	0.259
-6.0	-0.676	0.01162	0.006	0.214	0.005	1.000	0.997	-58.144	0.260	0.259
-5.0	-0.573	0.01230	0.005	0.184	0.007	1.000	0.997	-46.586	0.259	0.258
-4.0	-0.464	0.01170	0.004	0.167	0.011	1.000	0.998	-39.627	0.259	0.258
-3.0	-0.350	0.01136	0.003	0.135	0.016	1.000	0.998	-30.813	0.258	0.258
-2.0	-0.234	0.01105	0.002	0.108	0.027	1.000	0.998	-21.181	0.258	0.258
-1.0	-0.117	0.01090	0.001	0.086	0.044	1.000	0.998	-10.758	0.258	0.258
0.0	-0.000	0.01082	-0.000	0.065	0.065	1.000	0.998	-0.000	0.258	0.250
1.0	0.117	0.01090	-0.001	0.044	0.086	1.000	0.998	10.762	0.258	0.258
2.0	0.234	0.01105	-0.002	0.027	0.108	1.000	0.998	21.189	0.258	0.258
3.0	0.350	0.01136	-0.003	0.016	0.135	1.000	0.998	30.825	0.258	0.258
4.0	0.464	0.01170	-0.004	0.011	0.167	1.000	0.998	39.642	0.259	0.258
5.0	0.573	0.01229	-0.005	0.007	0.184	1.000	0.999	46.610	0.259	0.258
6.0	0.676	0.01162	-0.006	0.005	0.214	1.000	0.999	58.177	0.260	0.259
7.0	0.769	0.01218	-0.007	0.004	0.244	0.996	0.999	63.140	0.261	0.259
8.0	0.851	0.01301	-0.008	0.004	0.264	0.993	0.999	65.377	0.262	0.259
9.0	0.918	0.01385	-0.009	0.004	0.300	0.991	0.999	66.306	0.266	0.259
10.0	0.968	0.01354	-0.010	0.004	0.322	0.982	0.999	71.511	0.273	0.260
11.0	0.992	0.01996	-0.010	0.003	0.355	0.929	0.999	49.718	0.223	0.260
12.0	0.942	0.03312	-0.010	0.003	0.391	0.597	0.999	28.435	0.267	0.261
13.0	0.824	0.08840	-0.007	0.001	0.414	0.082	0.999	9.320	0.270	0.259
14.0	0.785	0.10538	-0.007	0.001	0.453	0.049	0.999	7.452	0.252	0.259
15.0	0.740	0.12139	-0.007	0.001	0.483	0.038	0.999	6.098	0.246	0.260
16.0	0.690	0.13638	-0.008	0.001	0.516	0.035	0.999	5.060	0.247	0.261
17.0	0.636	0.15648	-0.008	0.001	0.558	0.027	0.999	4.063	0.245	0.262
18.0	0.583	0.17196	-0.008	0.001	0.596	0.029	0.999	3.390	0.240	0.264
19.0	0.532	0.18575	-0.009	0.001	0.630	0.032	0.998	2.862	0.241	0.266
20.0	0.483	0.20501	-0.009	0.001	0.671	0.031	0.999	2.355	0.243	0.269

Name = NACA 0009
Mach = 0; Re = 4830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-0.483	0.20497	0.009	0.647	0.001	1.000	0.031	-2.356	0.244	0.269
-19.0	-0.532	0.18460	0.009	0.608	0.001	1.000	0.033	-2.881	0.241	0.266
-18.0	-0.583	0.17039	0.008	0.567	0.001	1.000	0.030	-3.422	0.240	0.264
-17.0	-0.636	0.15477	0.008	0.530	0.001	1.000	0.028	-4.109	0.245	0.262
-16.0	-0.690	0.13596	0.008	0.503	0.001	1.000	0.036	-5.076	0.247	0.261
-15.0	-0.741	0.11993	0.007	0.462	0.001	1.000	0.039	-6.175	0.246	0.260
-14.0	-0.785	0.10478	0.007	0.432	0.001	1.000	0.050	-7.496	0.251	0.259
-13.0	-0.824	0.08829	0.007	0.403	0.001	1.000	0.081	-9.329	0.269	0.259
-12.0	-0.955	0.02954	0.010	0.367	0.003	1.000	0.663	-32.345	0.267	0.261
-11.0	-0.993	0.01969	0.010	0.348	0.003	1.000	0.934	-50.453	0.178	0.260
-10.0	-0.969	0.01340	0.010	0.309	0.004	1.000	0.983	-72.269	0.273	0.260
-9.0	-0.918	0.01371	0.009	0.286	0.004	1.000	0.991	-66.981	0.266	0.259
-8.0	-0.851	0.01284	0.008	0.257	0.004	1.000	0.993	-66.236	0.262	0.259
-7.0	-0.769	0.01209	0.007	0.227	0.004	1.000	0.996	-63.609	0.261	0.259
-6.0	-0.676	0.01277	0.006	0.209	0.005	1.000	0.997	-52.889	0.260	0.259
-5.0	-0.573	0.01212	0.005	0.176	0.006	1.000	0.997	-47.248	0.259	0.258
-4.0	-0.464	0.01161	0.004	0.152	0.011	1.000	0.998	-39.934	0.259	0.258
-3.0	-0.350	0.01124	0.003	0.131	0.016	1.000	0.998	-31.148	0.258	0.258
-2.0	-0.234	0.01094	0.002	0.103	0.026	1.000	0.998	-21.395	0.258	0.258
-1.0	-0.117	0.01079	0.001	0.080	0.041	1.000	0.998	-10.862	0.258	0.258
0.0	-0.000	0.01075	-0.000	0.060	0.060	1.000	0.998	-0.000	0.258	0.250
1.0	0.117	0.01079	-0.001	0.041	0.080	1.000	0.998	10.866	0.258	0.258
2.0	0.234	0.01094	-0.002	0.026	0.103	1.000	0.998	21.403	0.258	0.258
3.0	0.350	0.01124	-0.003	0.016	0.131	1.000	0.998	31.160	0.258	0.258
4.0	0.464	0.01161	-0.004	0.011	0.152	1.000	0.998	39.950	0.259	0.258
5.0	0.573	0.01212	-0.005	0.006	0.176	1.000	0.999	47.273	0.259	0.258
6.0	0.676	0.01277	-0.006	0.005	0.209	1.000	0.999	52.918	0.260	0.259
7.0	0.769	0.01209	-0.007	0.004	0.227	0.996	0.999	63.609	0.261	0.259
8.0	0.851	0.01284	-0.008	0.004	0.257	0.993	0.999	66.236	0.262	0.259
9.0	0.918	0.01371	-0.009	0.004	0.286	0.991	0.999	66.981	0.266	0.259
10.0	0.969	0.01340	-0.010	0.004	0.309	0.983	0.999	72.269	0.273	0.260
11.0	0.993	0.01969	-0.010	0.003	0.348	0.934	0.999	50.453	0.178	0.260
12.0	0.955	0.02954	-0.010	0.003	0.367	0.663	0.999	32.345	0.267	0.261
13.0	0.824	0.08829	-0.007	0.001	0.403	0.081	0.999	9.329	0.269	0.259
14.0	0.785	0.10478	-0.007	0.001	0.432	0.050	0.999	7.496	0.251	0.259
15.0	0.741	0.11993	-0.007	0.001	0.462	0.039	0.999	6.175	0.246	0.260
16.0	0.690	0.13596	-0.008	0.001	0.503	0.036	0.999	5.076	0.247	0.261
17.0	0.636	0.15477	-0.008	0.001	0.530	0.028	0.999	4.109	0.245	0.262
18.0	0.583	0.17039	-0.008	0.001	0.567	0.030	0.999	3.422	0.240	0.264
19.0	0.532	0.18460	-0.009	0.001	0.608	0.033	0.998	2.881	0.241	0.266
20.0	0.483	0.20497	-0.009	0.001	0.647	0.031	0.999	2.356	0.244	0.269

Name = NACA 0009
Mach = 0; Re = 5230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
