Name = NACA 2418
Mach = 0; Re = 30000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
-2.0	0.025	0.01057	-0.046	0.171	0.073	0.990	0.991	2.346	0.267	2.111
-1.0	0.150	0.00968	-0.048	0.153	0.084	0.988	0.991	15.513	0.267	0.572
0.0	0.275	0.00966	-0.050	0.131	0.104	0.986	0.992	28.474	0.268	0.434
1.0	0.400	0.00978	-0.053	0.110	0.121	0.983	0.993	40.882	0.268	0.382
2.0	0.524	0.01380	-0.055	0.094	0.142	0.980	0.994	37.945	0.268	0.355
3.0	0.647	0.01444	-0.057	0.074	0.168	0.978	0.994	44.782	0.268	0.338
4.0	0.768	0.01537	-0.059	0.063	0.186	0.972	0.995	49.990	0.268	0.327
5.0	0.888	0.01647	-0.061	0.047	0.215	0.965	0.996	53.938	0.268	0.319
6.0	1.006	0.01747	-0.064	0.040	0.238	0.958	0.997	57.611	0.269	0.313
7.0	1.120	0.01899	-0.066	0.030	0.266	0.946	0.997	58.959	0.269	0.309
8.0	1.230	0.02093	-0.068	0.025	0.301	0.934	0.997	58.761	0.269	0.305
9.0	1.334	0.02253	-0.070	0.022	0.327	0.918	0.998	59.214	0.270	0.302
10.0	1.430	0.02472	-0.072	0.016	0.369	0.897	0.998	57.855	0.270	0.300
11.0	1.517	0.02723	-0.074	0.013	0.420	0.871	0.998	55.726	0.271	0.299
12.0	1.596	0.03011	-0.075	0.012	0.458	0.841	0.998	52.990	0.272	0.297
13.0	1.664	0.03362	-0.077	0.011	0.484	0.808	0.998	49.481	0.273	0.296
14.0	1.721	0.03805	-0.078	0.010	0.515	0.769	0.998	45.221	0.275	0.295
15.0	1.767	0.04324	-0.079	0.009	0.556	0.729	0.998	40.868	0.278	0.295
16.0	1.801	0.05026	-0.080	0.008	0.597	0.680	0.998	35.828	0.285	0.295
17.0	1.809	0.06050	-0.081	0.006	0.636	0.620	0.998	29.905	0.417	0.295
18.0	1.806	0.07217	-0.081	0.004	0.681	0.563	0.998	25.022	0.201	0.295
19.0	1.794	0.08508	-0.082	0.004	0.727	0.513	0.998	21.082	0.233	0.296
20.0	1.771	0.09995	-0.082	0.003	0.771	0.465	0.998	17.719	0.241	0.296

Name = NACA 2418
Mach = 0; Re = 2830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.328	0.12748	-0.011	0.610	0.006	0.993	0.250	-10.420	0.924	0.242
-19.0	-1.326	0.11019	-0.012	0.572	0.006	0.993	0.284	-12.036	0.496	0.241
-18.0	-1.317	0.09386	-0.013	0.546	0.006	0.993	0.325	-14.032	0.365	0.240
-17.0	-1.300	0.07875	-0.015	0.511	0.006	0.993	0.374	-16.511	0.342	0.238
-16.0	-1.280	0.06278	-0.017	0.473	0.007	0.993	0.448	-20.388	0.326	0.237
-15.0	-1.250	0.04942	-0.019	0.445	0.008	0.993	0.530	-25.295	0.315	0.235
-14.0	-1.215	0.03703	-0.021	0.413	0.010	0.993	0.638	-32.819	0.306	0.233
-13.0	-1.170	0.02777	-0.023	0.400	0.014	0.993	0.754	-42.135	0.288	0.230
-12.0	-1.099	0.02314	-0.025	0.371	0.015	0.993	0.831	-47.516	0.277	0.227
-11.0	-1.015	0.02027	-0.028	0.353	0.016	0.992	0.886	-50.067	0.273	0.223
-10.0	-0.919	0.01829	-0.030	0.338	0.017	0.992	0.924	-50.279	0.270	0.218
-9.0	-0.815	0.01681	-0.032	0.308	0.018	0.992	0.948	-48.498	0.269	0.211
-8.0	-0.705	0.01552	-0.034	0.296	0.021	0.992	0.964	-45.408	0.268	0.202
-7.0	-0.589	0.01453	-0.036	0.263	0.028	0.992	0.975	-40.538	0.267	0.189
-6.0	-0.470	0.01363	-0.038	0.250	0.031	0.991	0.980	-34.463	0.267	0.170
-5.0	-0.348	0.00988	-0.040	0.220	0.036	0.991	0.985	-35.218	0.267	0.136
-4.0	-0.225	0.00969	-0.042	0.205	0.046	0.991	0.988	-23.183	0.267	0.064
-3.0	-0.100	0.01061	-0.044	0.178	0.054	0.990	0.990	-9.457	0.267	-0.189
-2.0	0.025	0.01053	-0.046	0.164	0.066	0.990	0.991	2.356	0.267	2.111
-1.0	0.150	0.00954	-0.048	0.137	0.079	0.988	0.991	15.751	0.267	0.572
0.0	0.275	0.00948	-0.050	0.125	0.098	0.986	0.992	29.020	0.267	0.434
1.0	0.400	0.00971	-0.053	0.100	0.112	0.983	0.993	41.173	0.268	0.382
2.0	0.524	0.01356	-0.055	0.086	0.136	0.981	0.994	38.613	0.268	0.355
3.0	0.647	0.01427	-0.057	0.069	0.153	0.978	0.994	45.327	0.268	0.338
4.0	0.769	0.01513	-0.059	0.055	0.177	0.973	0.995	50.816	0.268	0.327
5.0	0.889	0.01615	-0.062	0.044	0.200	0.966	0.996	55.037	0.268	0.319
6.0	1.007	0.01716	-0.064	0.036	0.223	0.960	0.997	58.655	0.269	0.313
7.0	1.120	0.01858	-0.066	0.027	0.256	0.949	0.997	60.283	0.269	0.309
8.0	1.230	0.02047	-0.068	0.023	0.275	0.937	0.997	60.114	0.269	0.305
9.0	1.335	0.02206	-0.070	0.020	0.307	0.921	0.998	60.519	0.270	0.302
10.0	1.431	0.02423	-0.072	0.015	0.344	0.901	0.998	59.057	0.270	0.300
11.0	1.519	0.02660	-0.074	0.012	0.384	0.877	0.998	57.111	0.271	0.299
12.0	1.598	0.02935	-0.075	0.011	0.433	0.848	0.998	54.443	0.272	0.297
13.0	1.666	0.03276	-0.077	0.010	0.460	0.815	0.998	50.862	0.274	0.296
14.0	1.724	0.03692	-0.078	0.009	0.490	0.778	0.998	46.686	0.276	0.295
15.0	1.771	0.04193	-0.080	0.009	0.518	0.738	0.998	42.230	0.277	0.295
16.0	1.801	0.04977	-0.080	0.006	0.559	0.682	0.998	36.198	0.285	0.295
17.0	1.811	0.05932	-0.081	0.005	0.602	0.626	0.998	30.534	0.386	0.295
18.0	1.810	0.07027	-0.082	0.004	0.638	0.572	0.998	25.751	0.191	0.295
19.0	1.797	0.08289	-0.082	0.003	0.680	0.521	0.998	21.678	0.231	0.296
20.0	1.775	0.09709	-0.082	0.003	0.725	0.475	0.998	18.281	0.237	0.296

Name = NACA 2418
Mach = 0; Re = 3230000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.330	0.12540	-0.011	0.575	0.005	0.993	0.256	-10.607	0.992	0.242
-19.0	-1.328	0.10810	-0.012	0.555	0.006	0.993	0.291	-12.288	0.540	0.241
-18.0	-1.320	0.09115	-0.014	0.515	0.006	0.993	0.336	-14.487	0.377	0.240
-17.0	-1.304	0.07608	-0.015	0.484	0.006	0.993	0.387	-17.142	0.343	0.238
-16.0	-1.284	0.06082	-0.017	0.452	0.007	0.993	0.461	-21.104	0.325	0.237
-15.0	-1.254	0.04780	-0.019	0.417	0.007	0.993	0.543	-26.228	0.312	0.235
-14.0	-1.217	0.03629	-0.021	0.402	0.009	0.993	0.645	-33.535	0.302	0.233
-13.0	-1.169	0.02773	-0.023	0.379	0.011	0.993	0.752	-42.171	0.289	0.230
-12.0	-1.101	0.02253	-0.026	0.357	0.014	0.993	0.841	-48.882	0.278	0.227
-11.0	-1.016	0.01978	-0.028	0.346	0.015	0.992	0.893	-51.395	0.273	0.223
-10.0	-0.920	0.01791	-0.030	0.313	0.016	0.992	0.929	-51.391	0.270	0.218
-9.0	-0.816	0.01650	-0.032	0.299	0.017	0.992	0.951	-49.431	0.269	0.211
-8.0	-0.705	0.01532	-0.034	0.271	0.019	0.992	0.966	-46.013	0.268	0.202
-7.0	-0.589	0.01424	-0.036	0.254	0.024	0.992	0.976	-41.379	0.267	0.189
-6.0	-0.470	0.01339	-0.038	0.230	0.031	0.992	0.981	-35.088	0.267	0.170
-5.0	-0.348	0.00979	-0.040	0.209	0.033	0.991	0.985	-35.557	0.267	0.136
-4.0	-0.225	0.00964	-0.042	0.190	0.041	0.991	0.989	-23.307	0.267	0.064
-3.0	-0.100	0.01036	-0.044	0.169	0.052	0.990	0.990	-9.680	0.267	-0.189
-2.0	0.025	0.01033	-0.046	0.150	0.061	0.990	0.991	2.400	0.267	2.111
-1.0	0.150	0.00936	-0.048	0.130	0.075	0.989	0.992	16.042	0.267	0.572
0.0	0.275	0.00945	-0.051	0.110	0.089	0.987	0.992	29.101	0.267	0.434
1.0	0.400	0.00954	-0.053	0.095	0.107	0.984	0.993	41.897	0.268	0.382
2.0	0.524	0.01340	-0.055	0.076	0.127	0.981	0.994	39.089	0.268	0.355
3.0	0.647	0.01403	-0.057	0.065	0.144	0.979	0.995	46.118	0.268	0.338
4.0	0.769	0.01495	-0.059	0.049	0.171	0.974	0.995	51.437	0.268	0.327
5.0	0.889	0.01584	-0.062	0.042	0.186	0.968	0.996	56.112	0.268	0.319
6.0	1.007	0.01696	-0.064	0.031	0.215	0.961	0.997	59.370	0.269	0.313
7.0	1.121	0.01871	-0.066	0.026	0.234	0.951	0.997	59.900	0.269	0.309
8.0	1.231	0.02004	-0.068	0.023	0.262	0.940	0.998	61.423	0.269	0.305
9.0	1.336	0.02176	-0.070	0.018	0.294	0.923	0.998	61.375	0.270	0.302
10.0	1.432	0.02379	-0.072	0.013	0.317	0.905	0.998	60.216	0.271	0.300
11.0	1.520	0.02607	-0.074	0.012	0.356	0.881	0.998	58.323	0.271	0.299
12.0	1.600	0.02873	-0.076	0.011	0.401	0.854	0.998	55.666	0.273	0.297
13.0	1.668	0.03194	-0.077	0.010	0.449	0.821	0.998	52.233	0.274	0.296
14.0	1.727	0.03599	-0.079	0.009	0.465	0.785	0.998	47.976	0.276	0.295
15.0	1.773	0.04106	-0.080	0.008	0.501	0.743	0.998	43.178	0.277	0.295
16.0	1.803	0.04916	-0.081	0.005	0.525	0.686	0.998	36.666	0.286	0.295
17.0	1.814	0.05799	-0.081	0.004	0.563	0.633	0.998	31.285	0.377	0.295
18.0	1.812	0.06875	-0.082	0.003	0.606	0.579	0.998	26.360	0.182	0.295
19.0	1.800	0.08077	-0.082	0.003	0.646	0.530	0.998	22.288	0.229	0.296
20.0	1.778	0.09470	-0.083	0.003	0.686	0.483	0.998	18.775	0.236	0.296

Name = NACA 2418
Mach = 0; Re = 3630000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.333	0.12254	-0.011	0.559	0.005	0.994	0.265	-10.876	0.725	0.242
-19.0	-1.330	0.10648	-0.012	0.521	0.005	0.993	0.296	-12.490	0.521	0.241
-18.0	-1.322	0.08950	-0.014	0.502	0.006	0.993	0.343	-14.776	0.382	0.240
-17.0	-1.307	0.07448	-0.015	0.459	0.006	0.993	0.396	-17.544	0.346	0.238
-16.0	-1.286	0.05924	-0.017	0.426	0.006	0.993	0.471	-21.715	0.324	0.237
-15.0	-1.255	0.04687	-0.019	0.406	0.007	0.993	0.549	-26.784	0.311	0.235
-14.0	-1.219	0.03548	-0.021	0.396	0.008	0.993	0.652	-34.355	0.301	0.233
-13.0	-1.170	0.02750	-0.023	0.362	0.010	0.993	0.754	-42.548	0.289	0.230
-12.0	-1.104	0.02191	-0.026	0.349	0.014	0.993	0.850	-50.366	0.278	0.227
-11.0	-1.017	0.01939	-0.028	0.323	0.015	0.993	0.899	-52.469	0.272	0.223
-10.0	-0.921	0.01761	-0.030	0.303	0.016	0.992	0.933	-52.297	0.270	0.218
-9.0	-0.816	0.01621	-0.032	0.287	0.017	0.992	0.954	-50.358	0.269	0.211
-8.0	-0.705	0.01511	-0.034	0.259	0.018	0.992	0.967	-46.662	0.268	0.202
-7.0	-0.589	0.01405	-0.036	0.248	0.022	0.992	0.977	-41.936	0.267	0.189
-6.0	-0.470	0.01324	-0.038	0.216	0.030	0.992	0.982	-35.480	0.267	0.170
-5.0	-0.348	0.00960	-0.040	0.204	0.032	0.991	0.986	-36.248	0.267	0.136
-4.0	-0.225	0.00955	-0.042	0.176	0.038	0.991	0.989	-23.542	0.267	0.064
-3.0	-0.100	0.01021	-0.044	0.164	0.050	0.990	0.991	-9.829	0.267	-0.189
-2.0	0.025	0.01023	-0.046	0.137	0.057	0.990	0.991	2.425	0.267	2.111
-1.0	0.150	0.00928	-0.048	0.125	0.073	0.989	0.992	16.183	0.267	0.572
0.0	0.275	0.00932	-0.051	0.102	0.083	0.987	0.993	29.528	0.268	0.434
1.0	0.400	0.00932	-0.053	0.092	0.103	0.985	0.994	42.891	0.268	0.382
2.0	0.524	0.01329	-0.055	0.071	0.117	0.982	0.994	39.422	0.268	0.355
3.0	0.647	0.01378	-0.057	0.063	0.139	0.979	0.995	46.944	0.268	0.338
4.0	0.769	0.01474	-0.059	0.046	0.157	0.975	0.996	52.183	0.268	0.327
5.0	0.889	0.01557	-0.062	0.040	0.178	0.969	0.997	57.120	0.268	0.319
6.0	1.007	0.01671	-0.064	0.029	0.205	0.962	0.997	60.276	0.269	0.313
7.0	1.121	0.01845	-0.066	0.024	0.223	0.953	0.997	60.773	0.269	0.309
8.0	1.232	0.01969	-0.068	0.022	0.256	0.942	0.998	62.543	0.269	0.305
9.0	1.337	0.02148	-0.070	0.016	0.273	0.926	0.998	62.232	0.270	0.302
10.0	1.433	0.02343	-0.072	0.012	0.305	0.908	0.998	61.161	0.271	0.300
11.0	1.522	0.02558	-0.074	0.011	0.334	0.885	0.998	59.490	0.271	0.299
12.0	1.601	0.02820	-0.076	0.010	0.370	0.858	0.998	56.769	0.273	0.297
13.0	1.671	0.03123	-0.077	0.010	0.413	0.828	0.998	53.500	0.274	0.296
14.0	1.729	0.03520	-0.079	0.009	0.453	0.791	0.998	49.120	0.275	0.296
15.0	1.773	0.04083	-0.080	0.007	0.472	0.745	0.998	43.433	0.276	0.295
16.0	1.805	0.04839	-0.081	0.004	0.506	0.690	0.998	37.293	0.287	0.295
17.0	1.816	0.05689	-0.081	0.004	0.537	0.639	0.998	31.930	0.374	0.295
18.0	1.815	0.06723	-0.082	0.003	0.570	0.586	0.998	27.000	0.172	0.295
19.0	1.803	0.07905	-0.082	0.003	0.612	0.537	0.998	22.810	0.227	0.296
20.0	1.781	0.09277	-0.083	0.003	0.656	0.490	0.998	19.196	0.236	0.296

Name = NACA 2418
Mach = 0; Re = 4030000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.335	0.12019	-0.011	0.531	0.005	0.994	0.272	-11.107	0.756	0.242
-19.0	-1.332	0.10434	-0.012	0.507	0.005	0.994	0.304	-12.769	0.509	0.241
-18.0	-1.324	0.08805	-0.014	0.468	0.006	0.993	0.348	-15.040	0.380	0.240
-17.0	-1.309	0.07308	-0.015	0.443	0.006	0.993	0.403	-17.908	0.347	0.238
-16.0	-1.289	0.05805	-0.017	0.412	0.006	0.993	0.479	-22.199	0.325	0.237
-15.0	-1.258	0.04571	-0.019	0.400	0.006	0.993	0.559	-27.521	0.310	0.235
-14.0	-1.220	0.03499	-0.021	0.370	0.007	0.993	0.657	-34.875	0.300	0.233
-13.0	-1.171	0.02716	-0.023	0.353	0.009	0.993	0.757	-43.106	0.288	0.230
-12.0	-1.103	0.02183	-0.026	0.344	0.012	0.993	0.849	-50.547	0.278	0.227
-11.0	-1.019	0.01899	-0.028	0.309	0.015	0.993	0.905	-53.652	0.272	0.223
-10.0	-0.922	0.01729	-0.030	0.298	0.015	0.992	0.936	-53.287	0.270	0.218
-9.0	-0.816	0.01598	-0.032	0.266	0.016	0.992	0.956	-51.106	0.268	0.211
-8.0	-0.705	0.01486	-0.034	0.253	0.018	0.992	0.968	-47.457	0.268	0.202
-7.0	-0.589	0.01389	-0.036	0.227	0.021	0.992	0.977	-42.432	0.267	0.189
-6.0	-0.470	0.00969	-0.038	0.209	0.029	0.992	0.982	-48.474	0.267	0.170
-5.0	-0.348	0.00954	-0.040	0.191	0.031	0.991	0.986	-36.499	0.267	0.136
-4.0	-0.225	0.01025	-0.042	0.169	0.036	0.991	0.990	-21.939	0.267	0.064
-3.0	-0.100	0.01019	-0.044	0.154	0.049	0.990	0.991	-9.845	0.267	-0.189
-2.0	0.025	0.01011	-0.046	0.131	0.054	0.990	0.991	2.454	0.267	2.111
-1.0	0.150	0.00914	-0.048	0.117	0.070	0.990	0.992	16.434	0.267	0.572
0.0	0.275	0.00925	-0.051	0.097	0.079	0.988	0.993	29.759	0.267	0.434
1.0	0.400	0.00932	-0.053	0.083	0.101	0.985	0.994	42.916	0.268	0.382
2.0	0.524	0.00950	-0.055	0.068	0.111	0.982	0.994	55.141	0.268	0.355
3.0	0.647	0.01370	-0.057	0.055	0.136	0.980	0.995	47.247	0.268	0.338
4.0	0.769	0.01452	-0.059	0.044	0.148	0.977	0.996	52.972	0.268	0.327
5.0	0.889	0.01539	-0.062	0.037	0.174	0.970	0.997	57.797	0.268	0.319
6.0	1.007	0.01652	-0.064	0.027	0.190	0.963	0.997	60.955	0.269	0.313
7.0	1.122	0.01813	-0.066	0.023	0.217	0.955	0.997	61.862	0.269	0.309
8.0	1.232	0.01936	-0.068	0.022	0.238	0.944	0.998	63.640	0.269	0.305
9.0	1.337	0.02118	-0.070	0.014	0.263	0.928	0.998	63.115	0.270	0.302
10.0	1.434	0.02303	-0.072	0.012	0.295	0.910	0.998	62.263	0.271	0.300
11.0	1.523	0.02517	-0.074	0.011	0.315	0.888	0.998	60.505	0.272	0.299
12.0	1.603	0.02763	-0.076	0.010	0.353	0.863	0.998	58.009	0.273	0.297
13.0	1.672	0.03068	-0.077	0.009	0.397	0.833	0.998	54.512	0.274	0.296
14.0	1.731	0.03441	-0.079	0.009	0.434	0.798	0.998	50.308	0.275	0.296
15.0	1.774	0.04051	-0.080	0.005	0.459	0.747	0.998	43.794	0.276	0.295
16.0	1.806	0.04759	-0.081	0.004	0.485	0.695	0.998	37.954	0.288	0.295
17.0	1.819	0.05575	-0.082	0.003	0.513	0.645	0.998	32.627	0.370	0.295
18.0	1.818	0.06575	-0.082	0.003	0.554	0.594	0.998	27.650	0.164	0.295
19.0	1.806	0.07736	-0.083	0.003	0.583	0.545	0.998	23.349	0.228	0.296
20.0	1.783	0.09118	-0.083	0.002	0.621	0.496	0.998	19.558	0.238	0.297

Name = NACA 2418
Mach = 0; Re = 4430000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.336	0.11893	-0.011	0.514	0.005	0.994	0.275	-11.234	1.446	0.242
-19.0	-1.335	0.10226	-0.012	0.486	0.005	0.994	0.312	-13.055	0.534	0.241
-18.0	-1.326	0.08659	-0.014	0.455	0.006	0.994	0.355	-15.316	0.387	0.240
-17.0	-1.312	0.07104	-0.015	0.420	0.006	0.994	0.414	-18.472	0.351	0.238
-16.0	-1.292	0.05639	-0.017	0.404	0.006	0.993	0.490	-22.907	0.324	0.237
-15.0	-1.261	0.04434	-0.019	0.387	0.006	0.993	0.570	-28.444	0.308	0.235
-14.0	-1.222	0.03418	-0.021	0.359	0.007	0.994	0.665	-35.762	0.298	0.233
-13.0	-1.172	0.02676	-0.023	0.348	0.008	0.993	0.762	-43.782	0.287	0.230
-12.0	-1.103	0.02183	-0.026	0.319	0.011	0.993	0.847	-50.526	0.278	0.227
-11.0	-1.019	0.01868	-0.028	0.302	0.014	0.993	0.908	-54.559	0.273	0.223
-10.0	-0.922	0.01702	-0.030	0.284	0.015	0.993	0.938	-54.176	0.270	0.218
-9.0	-0.817	0.01578	-0.032	0.257	0.016	0.992	0.958	-51.776	0.268	0.211
-8.0	-0.705	0.01466	-0.034	0.248	0.017	0.993	0.969	-48.120	0.268	0.202
-7.0	-0.590	0.01376	-0.036	0.216	0.020	0.992	0.978	-42.852	0.267	0.189
-6.0	-0.470	0.00959	-0.038	0.205	0.028	0.992	0.983	-49.024	0.267	0.170
-5.0	-0.348	0.00939	-0.040	0.177	0.031	0.992	0.987	-37.073	0.267	0.136
-4.0	-0.225	0.01022	-0.042	0.164	0.035	0.991	0.990	-22.003	0.267	0.064
-3.0	-0.100	0.01005	-0.044	0.141	0.046	0.991	0.991	-9.979	0.267	-0.189
-2.0	0.025	0.00998	-0.046	0.127	0.053	0.990	0.992	2.486	0.267	2.111
-1.0	0.150	0.01005	-0.048	0.106	0.064	0.990	0.992	14.948	0.267	0.572
0.0	0.275	0.00909	-0.051	0.094	0.077	0.988	0.993	30.274	0.268	0.434
1.0	0.400	0.00921	-0.053	0.075	0.092	0.986	0.994	43.414	0.268	0.382
2.0	0.524	0.00942	-0.055	0.066	0.107	0.983	0.994	55.627	0.268	0.355
3.0	0.647	0.01354	-0.057	0.050	0.128	0.980	0.995	47.793	0.268	0.338
4.0	0.769	0.01432	-0.059	0.042	0.143	0.977	0.996	53.726	0.268	0.327
5.0	0.890	0.01522	-0.062	0.033	0.171	0.971	0.997	58.454	0.268	0.319
6.0	1.007	0.01629	-0.064	0.026	0.182	0.964	0.997	61.832	0.269	0.313
7.0	1.122	0.01790	-0.066	0.023	0.213	0.956	0.997	62.693	0.269	0.309
8.0	1.232	0.01923	-0.068	0.019	0.226	0.945	0.998	64.082	0.269	0.305
9.0	1.338	0.02090	-0.070	0.013	0.257	0.930	0.998	63.990	0.270	0.302
10.0	1.435	0.02272	-0.072	0.011	0.275	0.912	0.998	63.137	0.271	0.300
11.0	1.524	0.02477	-0.074	0.011	0.306	0.891	0.998	61.515	0.272	0.299
12.0	1.604	0.02721	-0.076	0.010	0.336	0.867	0.998	58.937	0.273	0.297
13.0	1.674	0.03019	-0.077	0.009	0.367	0.837	0.998	55.452	0.274	0.296
14.0	1.732	0.03421	-0.079	0.007	0.408	0.799	0.998	50.621	0.275	0.296
15.0	1.775	0.04004	-0.080	0.005	0.451	0.750	0.998	44.332	0.277	0.295
16.0	1.809	0.04672	-0.081	0.004	0.466	0.701	0.998	38.713	0.289	0.295
17.0	1.821	0.05474	-0.082	0.003	0.502	0.651	0.998	33.278	0.372	0.295
18.0	1.820	0.06468	-0.082	0.003	0.525	0.600	0.998	28.145	0.158	0.295
19.0	1.809	0.07564	-0.083	0.003	0.562	0.552	0.998	23.915	0.224	0.296
20.0	1.787	0.08892	-0.083	0.002	0.604	0.504	0.998	20.091	0.234	0.297

Name = NACA 2418
Mach = 0; Re = 4830000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 2; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-20.0	-1.338	0.11700	-0.011	0.505	0.005	0.994	0.281	-11.435	0.952	0.242
-19.0	-1.336	0.10119	-0.012	0.464	0.005	0.994	0.315	-13.203	0.563	0.241
-18.0	-1.329	0.08469	-0.014	0.438	0.006	0.994	0.364	-15.692	0.392	0.240
-17.0	-1.314	0.06996	-0.015	0.410	0.005	0.994	0.420	-18.781	0.348	0.238
-16.0	-1.294	0.05549	-0.017	0.399	0.006	0.993	0.496	-23.312	0.324	0.237
-15.0	-1.263	0.04352	-0.019	0.368	0.006	0.993	0.577	-29.027	0.309	0.235
-14.0	-1.224	0.03350	-0.021	0.352	0.007	0.994	0.672	-36.547	0.298	0.233
-13.0	-1.173	0.02631	-0.023	0.343	0.008	0.993	0.768	-44.598	0.286	0.230
-12.0	-1.103	0.02166	-0.026	0.308	0.010	0.993	0.849	-50.934	0.278	0.227
-11.0	-1.020	0.01839	-0.028	0.298	0.014	0.993	0.912	-55.467	0.273	0.223
-10.0	-0.922	0.01684	-0.030	0.267	0.015	0.993	0.940	-54.774	0.270	0.218
-9.0	-0.817	0.01555	-0.032	0.253	0.016	0.992	0.959	-52.550	0.268	0.211
-8.0	-0.705	0.01455	-0.034	0.230	0.016	0.993	0.970	-48.489	0.268	0.202
-7.0	-0.590	0.01367	-0.036	0.210	0.019	0.992	0.978	-43.131	0.267	0.189
-6.0	-0.470	0.00951	-0.038	0.200	0.025	0.992	0.983	-49.417	0.267	0.170
-5.0	-0.348	0.00932	-0.040	0.171	0.030	0.992	0.988	-37.379	0.267	0.136
-4.0	-0.225	0.00998	-0.042	0.162	0.033	0.991	0.990	-22.521	0.267	0.064
-3.0	-0.100	0.00995	-0.044	0.134	0.042	0.991	0.991	-10.082	0.267	-0.189
-2.0	0.025	0.00985	-0.046	0.125	0.052	0.990	0.992	2.518	0.267	2.112
-1.0	0.150	0.00995	-0.048	0.100	0.060	0.990	0.992	15.093	0.267	0.572
0.0	0.275	0.00902	-0.051	0.092	0.075	0.989	0.993	30.526	0.268	0.434
1.0	0.400	0.00916	-0.053	0.071	0.086	0.986	0.994	43.668	0.268	0.382
2.0	0.524	0.00927	-0.055	0.064	0.105	0.983	0.995	56.546	0.268	0.355
3.0	0.647	0.01343	-0.057	0.047	0.119	0.981	0.995	48.184	0.268	0.338
4.0	0.769	0.01411	-0.059	0.041	0.140	0.978	0.996	54.535	0.268	0.327
5.0	0.890	0.01514	-0.062	0.030	0.157	0.972	0.997	58.778	0.268	0.319
6.0	1.008	0.01613	-0.064	0.024	0.177	0.965	0.997	62.491	0.269	0.313
7.0	1.122	0.01764	-0.066	0.023	0.200	0.958	0.998	63.632	0.269	0.309
8.0	1.233	0.01909	-0.068	0.016	0.220	0.946	0.998	64.552	0.269	0.305
9.0	1.338	0.02067	-0.070	0.012	0.250	0.932	0.998	64.733	0.270	0.302
10.0	1.435	0.02245	-0.072	0.011	0.266	0.915	0.998	63.941	0.271	0.300
11.0	1.525	0.02442	-0.074	0.010	0.301	0.895	0.998	62.446	0.272	0.299
12.0	1.605	0.02682	-0.076	0.009	0.318	0.870	0.998	59.842	0.273	0.297
13.0	1.675	0.02967	-0.077	0.009	0.354	0.841	0.998	56.461	0.274	0.296
14.0	1.732	0.03409	-0.079	0.006	0.397	0.800	0.998	50.808	0.275	0.296
15.0	1.777	0.03952	-0.080	0.004	0.429	0.753	0.998	44.951	0.278	0.295
16.0	1.810	0.04613	-0.081	0.003	0.457	0.705	0.998	39.235	0.290	0.295
17.0	1.823	0.05395	-0.082	0.003	0.480	0.656	0.998	33.794	0.368	0.295
18.0	1.823	0.06332	-0.083	0.003	0.510	0.606	0.998	28.788	0.153	0.295
19.0	1.811	0.07452	-0.083	0.002	0.548	0.557	0.998	24.302	0.225	0.296
20.0	1.789	0.08768	-0.083	0.002	0.573	0.509	0.999	20.398	0.234	0.297

Name = NACA 2418
